id,label
000573,airplane
000574,automobile
000575,airplane
000576,dog
000577,frog
000578,automobile
000579,cat
000580,bird
000581,deer
000582,truck
000583,bird
000584,bird
000585,airplane
000586,cat
000587,frog
000588,deer
000589,cat
000590,automobile
000591,dog
000592,automobile
000593,automobile
000594,dog
000595,dog
000596,dog
000597,deer
000598,cat
000599,cat
000600,automobile
000601,bird
000602,automobile
000603,dog
000604,dog
000605,deer
000606,cat
000607,airplane
000608,ship
000609,airplane
000610,deer
000611,dog
000612,cat
000613,frog
000614,dog
000615,airplane
000616,cat
000617,dog
000618,cat
000619,deer
000620,bird
000621,dog
000622,cat
000623,automobile
000624,cat
000625,airplane
000626,cat
000627,automobile
000628,horse
000629,dog
000630,automobile
000631,bird
000632,automobile
000633,dog
000634,bird
000635,deer
000636,cat
000637,deer
000638,bird
000639,airplane
000640,automobile
000641,horse
000642,deer
000643,airplane
000644,airplane
000645,bird
000646,bird
000647,cat
000648,automobile
000649,automobile
000650,airplane
000651,dog
000652,automobile
000653,dog
000654,deer
000655,bird
000656,cat
000657,automobile
000658,dog
000659,airplane
000660,cat
000661,automobile
000662,automobile
000663,bird
000664,bird
000665,automobile
000666,cat
000667,dog
000668,bird
000669,automobile
000670,deer
000671,automobile
000672,deer
000673,airplane
000674,deer
000675,airplane
000676,dog
000677,cat
000678,bird
000679,bird
000680,bird
000681,deer
000682,cat
000683,automobile
000684,automobile
000685,dog
000686,cat
000687,airplane
000688,cat
000689,deer
000690,deer
000691,automobile
000692,dog
000693,cat
000694,automobile
000695,cat
000696,cat
000697,dog
000698,automobile
000699,dog
000700,deer
000701,bird
000702,cat
000703,dog
000704,cat
000705,airplane
000706,bird
000707,airplane
000708,cat
000709,deer
000710,cat
000711,airplane
000712,bird
000713,automobile
000714,dog
000715,cat
000716,bird
000717,cat
000718,airplane
000719,airplane
000720,airplane
000721,deer
000722,deer
000723,bird
000724,bird
000725,deer
000726,deer
000727,bird
000728,airplane
000729,bird
000730,cat
000731,bird
000732,dog
000733,cat
000734,automobile
000735,deer
000736,dog
000737,dog
000738,ship
000739,deer
000740,cat
000741,dog
000742,cat
000743,automobile
000744,airplane
000745,airplane
000746,dog
000747,cat
000748,bird
000749,dog
000750,airplane
000751,deer
000752,dog
000753,cat
000754,bird
000755,airplane
000756,deer
000757,frog
000758,cat
000759,deer
000760,bird
000761,cat
000762,dog
000763,cat
000764,bird
000765,cat
000766,bird
000767,cat
000768,airplane
000769,cat
000770,bird
000771,bird
000772,dog
000773,cat
000774,cat
000775,deer
000776,dog
000777,automobile
000778,airplane
000779,automobile
000780,ship
000781,bird
000782,airplane
000783,deer
000784,horse
000785,deer
000786,dog
000787,cat
000788,cat
000789,automobile
000790,automobile
000791,automobile
000792,bird
000793,deer
000794,airplane
000795,cat
000796,automobile
000797,dog
000798,bird
000799,deer
000800,deer
000801,airplane
000802,airplane
000803,automobile
000804,cat
000805,deer
000806,cat
000807,bird
000808,airplane
000809,automobile
000810,dog
000811,dog
000812,bird
000813,deer
000814,ship
000815,airplane
000816,dog
000817,deer
000818,deer
000819,deer
000820,airplane
000821,airplane
000822,bird
000823,automobile
000824,bird
000825,deer
000826,automobile
000827,automobile
000828,automobile
000829,deer
000830,dog
000831,airplane
000832,deer
000833,dog
000834,bird
000835,deer
000836,dog
000837,horse
000838,dog
000839,bird
000840,deer
000841,automobile
000842,cat
000843,airplane
000844,automobile
000845,airplane
000846,deer
000847,bird
000848,horse
000849,cat
000850,deer
000851,automobile
000852,airplane
000853,cat
000854,airplane
000855,cat
000856,bird
000857,deer
000858,automobile
000859,dog
000860,dog
000861,automobile
000862,deer
000863,airplane
000864,bird
000865,automobile
000866,deer
000867,bird
000868,dog
000869,cat
000870,automobile
000871,deer
000872,ship
000873,bird
000874,automobile
000875,cat
000876,bird
000877,dog
000878,dog
000879,cat
000880,dog
000881,bird
000882,automobile
000883,automobile
000884,dog
000885,bird
000886,automobile
000887,bird
000888,cat
000889,deer
000890,dog
000891,automobile
000892,cat
000893,bird
000894,bird
000895,cat
000896,dog
000897,cat
000898,bird
000899,cat
000900,deer
000901,dog
000902,automobile
000903,frog
000904,dog
000905,bird
000906,automobile
000907,bird
000908,automobile
000909,airplane
000910,airplane
000911,airplane
000912,deer
000913,airplane
000914,dog
000915,airplane
000916,automobile
000917,cat
000918,deer
000919,bird
000920,automobile
000921,automobile
000922,airplane
000923,deer
000924,deer
000925,deer
000926,dog
000927,bird
000928,dog
000929,bird
000930,automobile
000931,dog
000932,ship
000933,bird
000934,cat
000935,airplane
000936,bird
000937,dog
000938,automobile
000939,cat
000940,bird
000941,automobile
000942,dog
000943,airplane
000944,automobile
000945,frog
000946,dog
000947,bird
000948,deer
000949,airplane
000950,airplane
000951,deer
000952,cat
000953,cat
000954,frog
000955,airplane
000956,automobile
000957,cat
000958,airplane
000959,bird
000960,dog
000961,cat
000962,bird
000963,deer
000964,airplane
000965,automobile
000966,bird
000967,deer
000968,automobile
000969,airplane
000970,automobile
000971,dog
000972,bird
000973,airplane
000974,deer
000975,frog
000976,bird
000977,bird
000978,cat
000979,deer
000980,dog
000981,cat
000982,cat
000983,airplane
000984,bird
000985,bird
000986,cat
000987,bird
000988,bird
000989,bird
000990,cat
000991,bird
000992,deer
000993,cat
000994,bird
000995,automobile
000996,automobile
000997,bird
000998,bird
000999,deer
001000,cat
001001,cat
001002,bird
001003,cat
001004,dog
001005,bird
001006,deer
001007,bird
001008,bird
001009,cat
001010,horse
001011,bird
001012,dog
001013,cat
001014,airplane
001015,deer
001016,automobile
001017,truck
001018,cat
001019,deer
001020,dog
001021,bird
001022,deer
001023,bird
001024,dog
001025,horse
001026,horse
001027,cat
001028,bird
001029,deer
001030,automobile
001031,bird
001032,cat
001033,horse
001034,cat
001035,bird
001036,horse
001037,bird
001038,airplane
001039,truck
001040,frog
001041,horse
001042,deer
001043,frog
001044,cat
001045,dog
001046,dog
001047,automobile
001048,cat
001049,bird
001050,airplane
001051,cat
001052,dog
001053,dog
001054,airplane
001055,deer
001056,frog
001057,airplane
001058,bird
001059,airplane
001060,truck
001061,cat
001062,deer
001063,cat
001064,bird
001065,automobile
001066,deer
001067,dog
001068,automobile
001069,horse
001070,automobile
001071,truck
001072,airplane
001073,automobile
001074,airplane
001075,dog
001076,cat
001077,airplane
001078,automobile
001079,automobile
001080,horse
001081,bird
001082,frog
001083,airplane
001084,bird
001085,bird
001086,dog
001087,cat
001088,airplane
001089,bird
001090,bird
001091,bird
001092,deer
001093,deer
001094,cat
001095,cat
001096,ship
001097,automobile
001098,deer
001099,cat
001100,automobile
001101,automobile
001102,cat
001103,deer
001104,airplane
001105,deer
001106,airplane
001107,airplane
001108,deer
001109,cat
001110,bird
001111,deer
001112,airplane
001113,deer
001114,airplane
001115,airplane
001116,airplane
001117,bird
001118,automobile
001119,bird
001120,automobile
001121,airplane
001122,automobile
001123,airplane
001124,deer
001125,dog
001126,airplane
001127,cat
001128,deer
001129,airplane
001130,automobile
001131,frog
001132,deer
001133,airplane
001134,deer
001135,automobile
001136,automobile
001137,cat
001138,cat
001139,automobile
001140,cat
001141,deer
001142,bird
001143,cat
001144,frog
001145,cat
001146,deer
001147,airplane
001148,airplane
001149,dog
001150,dog
001151,frog
001152,automobile
001153,deer
001154,airplane
001155,cat
001156,horse
001157,cat
001158,automobile
001159,cat
001160,automobile
001161,bird
001162,bird
001163,bird
001164,deer
001165,dog
001166,airplane
001167,automobile
001168,ship
001169,dog
001170,airplane
001171,automobile
001172,dog
001173,airplane
001174,bird
001175,automobile
001176,airplane
001177,deer
001178,deer
001179,airplane
001180,deer
001181,bird
001182,dog
001183,dog
001184,airplane
001185,deer
001186,airplane
001187,airplane
001188,frog
001189,automobile
001190,automobile
001191,bird
001192,bird
001193,automobile
001194,deer
001195,bird
001196,cat
001197,automobile
001198,bird
001199,bird
001200,automobile
001201,automobile
001202,automobile
001203,airplane
001204,cat
001205,airplane
001206,cat
001207,cat
001208,airplane
001209,ship
001210,cat
001211,automobile
001212,deer
001213,bird
001214,automobile
001215,cat
001216,automobile
001217,automobile
001218,deer
001219,bird
001220,automobile
001221,bird
001222,cat
001223,bird
001224,airplane
001225,airplane
001226,deer
001227,automobile
001228,cat
001229,deer
001230,deer
001231,automobile
001232,bird
001233,automobile
001234,automobile
001235,dog
001236,dog
001237,airplane
001238,automobile
001239,bird
001240,bird
001241,dog
001242,ship
001243,automobile
001244,horse
001245,deer
001246,cat
001247,airplane
001248,automobile
001249,dog
001250,bird
001251,cat
001252,horse
001253,airplane
001254,bird
001255,deer
001256,automobile
001257,airplane
001258,bird
001259,airplane
001260,cat
001261,deer
001262,cat
001263,automobile
001264,deer
001265,cat
001266,frog
001267,cat
001268,automobile
001269,dog
001270,automobile
001271,bird
001272,airplane
001273,bird
001274,dog
001275,dog
001276,cat
001277,airplane
001278,frog
001279,deer
001280,airplane
001281,airplane
001282,dog
001283,deer
001284,bird
001285,automobile
001286,dog
001287,bird
001288,deer
001289,bird
001290,automobile
001291,airplane
001292,automobile
001293,frog
001294,airplane
001295,deer
001296,bird
001297,cat
001298,airplane
001299,automobile
001300,dog
001301,bird
001302,automobile
001303,dog
001304,ship
001305,dog
001306,cat
001307,airplane
001308,dog
001309,cat
001310,ship
001311,automobile
001312,deer
001313,cat
001314,horse
001315,airplane
001316,automobile
001317,bird
001318,dog
001319,airplane
001320,cat
001321,dog
001322,deer
001323,cat
001324,bird
001325,dog
001326,dog
001327,deer
001328,bird
001329,bird
001330,deer
001331,bird
001332,cat
001333,cat
001334,dog
001335,automobile
001336,cat
001337,airplane
001338,cat
001339,airplane
001340,horse
001341,cat
001342,ship
001343,bird
001344,airplane
001345,dog
001346,bird
001347,bird
001348,cat
001349,ship
001350,automobile
001351,bird
001352,dog
001353,dog
001354,dog
001355,automobile
001356,bird
001357,bird
001358,cat
001359,dog
001360,airplane
001361,airplane
001362,cat
001363,dog
001364,automobile
001365,dog
001366,frog
001367,dog
001368,cat
001369,deer
001370,automobile
001371,ship
001372,ship
001373,cat
001374,deer
001375,dog
001376,bird
001377,cat
001378,bird
001379,cat
001380,deer
001381,dog
001382,automobile
001383,dog
001384,airplane
001385,airplane
001386,cat
001387,dog
001388,deer
001389,cat
001390,bird
001391,bird
001392,automobile
001393,airplane
001394,bird
001395,bird
001396,automobile
001397,cat
001398,cat
001399,cat
001400,automobile
001401,deer
001402,deer
001403,bird
001404,airplane
001405,bird
001406,frog
001407,automobile
001408,dog
001409,frog
001410,automobile
001411,cat
001412,airplane
001413,airplane
001414,airplane
001415,automobile
001416,cat
001417,dog
001418,automobile
001419,automobile
001420,bird
001421,automobile
001422,deer
001423,dog
001424,automobile
001425,cat
001426,bird
001427,airplane
001428,deer
001429,bird
001430,bird
001431,dog
001432,deer
001433,automobile
001434,bird
001435,bird
001436,automobile
001437,cat
001438,bird
001439,dog
001440,deer
001441,cat
001442,cat
001443,cat
001444,airplane
001445,dog
001446,airplane
001447,horse
001448,dog
001449,dog
001450,airplane
001451,bird
001452,horse
001453,cat
001454,truck
001455,cat
001456,airplane
001457,dog
001458,airplane
001459,deer
001460,cat
001461,automobile
001462,cat
001463,airplane
001464,automobile
001465,cat
001466,cat
001467,bird
001468,bird
001469,dog
001470,automobile
001471,dog
001472,cat
001473,bird
001474,automobile
001475,airplane
001476,deer
001477,airplane
001478,horse
001479,automobile
001480,cat
001481,airplane
001482,automobile
001483,dog
001484,deer
001485,deer
001486,bird
001487,bird
001488,deer
001489,bird
001490,airplane
001491,cat
001492,cat
001493,cat
001494,automobile
001495,cat
001496,bird
001497,cat
001498,airplane
001499,automobile
001500,deer
001501,cat
001502,cat
001503,bird
001504,bird
001505,deer
001506,airplane
001507,cat
001508,bird
001509,bird
001510,airplane
001511,automobile
001512,airplane
001513,automobile
001514,cat
001515,airplane
001516,bird
001517,cat
001518,bird
001519,bird
001520,deer
001521,cat
001522,dog
001523,airplane
001524,airplane
001525,truck
001526,automobile
001527,deer
001528,cat
001529,airplane
001530,deer
001531,deer
001532,deer
001533,cat
001534,cat
001535,automobile
001536,airplane
001537,automobile
001538,automobile
001539,bird
001540,dog
001541,bird
001542,deer
001543,automobile
001544,bird
001545,bird
001546,truck
001547,bird
001548,automobile
001549,bird
001550,airplane
001551,automobile
001552,frog
001553,airplane
001554,deer
001555,automobile
001556,airplane
001557,cat
001558,dog
001559,airplane
001560,bird
001561,automobile
001562,airplane
001563,automobile
001564,frog
001565,automobile
001566,automobile
001567,cat
001568,airplane
001569,bird
001570,bird
001571,dog
001572,bird
001573,automobile
001574,dog
001575,deer
001576,bird
001577,cat
001578,automobile
001579,deer
001580,automobile
001581,dog
001582,dog
001583,airplane
001584,frog
001585,airplane
001586,airplane
001587,deer
001588,dog
001589,airplane
001590,cat
001591,deer
001592,airplane
001593,dog
001594,frog
001595,bird
001596,bird
001597,dog
001598,frog
001599,airplane
001600,deer
001601,automobile
001602,deer
001603,dog
001604,dog
001605,dog
001606,airplane
001607,deer
001608,bird
001609,bird
001610,dog
001611,dog
001612,dog
001613,deer
001614,dog
001615,airplane
001616,bird
001617,deer
001618,deer
001619,dog
001620,dog
001621,bird
001622,airplane
001623,deer
001624,deer
001625,horse
001626,automobile
001627,deer
001628,cat
001629,cat
001630,airplane
001631,dog
001632,automobile
001633,cat
001634,bird
001635,bird
001636,bird
001637,airplane
001638,deer
001639,cat
001640,dog
001641,airplane
001642,deer
001643,deer
001644,deer
001645,airplane
001646,dog
001647,airplane
001648,automobile
001649,bird
001650,bird
001651,deer
001652,deer
001653,cat
001654,bird
001655,automobile
001656,frog
001657,cat
001658,horse
001659,cat
001660,dog
001661,airplane
001662,bird
001663,automobile
001664,bird
001665,automobile
001666,cat
001667,bird
001668,automobile
001669,automobile
001670,airplane
001671,dog
001672,airplane
001673,bird
001674,airplane
001675,frog
001676,bird
001677,automobile
001678,cat
001679,airplane
001680,bird
001681,deer
001682,airplane
001683,cat
001684,cat
001685,bird
001686,ship
001687,bird
001688,airplane
001689,truck
001690,deer
001691,airplane
001692,airplane
001693,cat
001694,dog
001695,dog
001696,airplane
001697,airplane
001698,bird
001699,cat
001700,dog
001701,deer
001702,airplane
001703,bird
001704,cat
001705,cat
001706,dog
001707,automobile
001708,airplane
001709,airplane
001710,cat
001711,cat
001712,automobile
001713,airplane
001714,dog
001715,dog
001716,bird
001717,airplane
001718,dog
001719,deer
001720,automobile
001721,deer
001722,dog
001723,cat
001724,deer
001725,deer
001726,bird
001727,cat
001728,automobile
001729,automobile
001730,airplane
001731,automobile
001732,airplane
001733,bird
001734,airplane
001735,automobile
001736,dog
001737,airplane
001738,dog
001739,airplane
001740,automobile
001741,automobile
001742,airplane
001743,automobile
001744,automobile
001745,automobile
001746,automobile
001747,deer
001748,deer
001749,airplane
001750,dog
001751,bird
001752,automobile
001753,bird
001754,airplane
001755,airplane
001756,airplane
001757,automobile
001758,deer
001759,automobile
001760,automobile
001761,cat
001762,dog
001763,airplane
001764,cat
001765,automobile
001766,automobile
001767,dog
001768,bird
001769,dog
001770,bird
001771,airplane
001772,airplane
001773,automobile
001774,deer
001775,ship
001776,deer
001777,dog
001778,dog
001779,dog
001780,dog
001781,bird
001782,dog
001783,bird
001784,automobile
001785,bird
001786,automobile
001787,deer
001788,automobile
001789,airplane
001790,deer
001791,bird
001792,dog
001793,automobile
001794,bird
001795,bird
001796,deer
001797,automobile
001798,airplane
001799,bird
001800,deer
001801,deer
001802,airplane
001803,cat
001804,dog
001805,airplane
001806,cat
001807,airplane
001808,cat
001809,bird
001810,cat
001811,deer
001812,automobile
001813,deer
001814,cat
001815,automobile
001816,cat
001817,cat
001818,airplane
001819,deer
001820,deer
001821,dog
001822,deer
001823,airplane
001824,cat
001825,automobile
001826,cat
001827,deer
001828,airplane
001829,automobile
001830,cat
001831,automobile
001832,automobile
001833,automobile
001834,airplane
001835,cat
001836,deer
001837,cat
001838,cat
001839,bird
001840,cat
001841,bird
001842,dog
001843,dog
001844,bird
001845,deer
001846,bird
001847,ship
001848,deer
001849,automobile
001850,cat
001851,cat
001852,horse
001853,dog
001854,bird
001855,dog
001856,cat
001857,bird
001858,bird
001859,dog
001860,bird
001861,bird
001862,bird
001863,bird
001864,airplane
001865,airplane
001866,dog
001867,bird
001868,airplane
001869,airplane
001870,cat
001871,cat
001872,automobile
001873,deer
001874,airplane
001875,airplane
001876,automobile
001877,bird
001878,dog
001879,dog
001880,dog
001881,automobile
001882,cat
001883,dog
001884,dog
001885,cat
001886,automobile
001887,truck
001888,truck
001889,automobile
001890,airplane
001891,automobile
001892,deer
001893,automobile
001894,airplane
001895,bird
001896,airplane
001897,automobile
001898,dog
001899,deer
001900,deer
001901,truck
001902,dog
001903,cat
001904,airplane
001905,automobile
001906,bird
001907,dog
001908,automobile
001909,bird
001910,cat
001911,automobile
001912,deer
001913,deer
001914,automobile
001915,airplane
001916,bird
001917,automobile
001918,airplane
001919,bird
001920,airplane
001921,cat
001922,bird
001923,automobile
001924,deer
001925,airplane
001926,automobile
001927,dog
001928,dog
001929,automobile
001930,deer
001931,deer
001932,cat
001933,cat
001934,airplane
001935,automobile
001936,dog
001937,dog
001938,horse
001939,cat
001940,dog
001941,bird
001942,deer
001943,dog
001944,deer
001945,airplane
001946,cat
001947,dog
001948,frog
001949,cat
001950,cat
001951,cat
001952,horse
001953,dog
001954,horse
001955,cat
001956,airplane
001957,bird
001958,airplane
001959,automobile
001960,automobile
001961,airplane
001962,deer
001963,automobile
001964,cat
001965,bird
001966,cat
001967,automobile
001968,airplane
001969,dog
001970,airplane
001971,dog
001972,airplane
001973,dog
001974,airplane
001975,automobile
001976,airplane
001977,bird
001978,airplane
001979,bird
001980,cat
001981,dog
001982,airplane
001983,cat
001984,dog
001985,dog
001986,cat
001987,airplane
001988,cat
001989,bird
001990,horse
001991,airplane
001992,deer
001993,deer
001994,automobile
001995,frog
001996,automobile
001997,dog
001998,automobile
001999,deer
002000,bird
002001,deer
002002,cat
002003,automobile
002004,deer
002005,deer
002006,airplane
002007,bird
002008,automobile
002009,cat
002010,deer
002011,cat
002012,automobile
002013,automobile
002014,airplane
002015,bird
002016,cat
002017,cat
002018,automobile
002019,automobile
002020,cat
002021,cat
002022,bird
002023,automobile
002024,automobile
002025,dog
002026,deer
002027,airplane
002028,cat
002029,bird
002030,cat
002031,dog
002032,automobile
002033,cat
002034,dog
002035,airplane
002036,airplane
002037,bird
002038,airplane
002039,dog
002040,cat
002041,automobile
002042,dog
002043,airplane
002044,airplane
002045,deer
002046,automobile
002047,bird
002048,cat
002049,bird
002050,airplane
002051,automobile
002052,airplane
002053,bird
002054,deer
002055,bird
002056,airplane
002057,cat
002058,automobile
002059,bird
002060,automobile
002061,airplane
002062,automobile
002063,deer
002064,deer
002065,deer
002066,bird
002067,dog
002068,automobile
002069,cat
002070,automobile
002071,deer
002072,airplane
002073,deer
002074,bird
002075,dog
002076,cat
002077,bird
002078,automobile
002079,dog
002080,bird
002081,dog
002082,bird
002083,horse
002084,automobile
002085,deer
002086,airplane
002087,automobile
002088,deer
002089,airplane
002090,dog
002091,cat
002092,airplane
002093,bird
002094,cat
002095,deer
002096,cat
002097,deer
002098,automobile
002099,deer
002100,dog
002101,bird
002102,automobile
002103,bird
002104,dog
002105,bird
002106,bird
002107,truck
002108,airplane
002109,dog
002110,bird
002111,bird
002112,cat
002113,automobile
002114,bird
002115,bird
002116,bird
002117,automobile
002118,cat
002119,automobile
002120,bird
002121,deer
002122,cat
002123,deer
002124,dog
002125,dog
002126,dog
002127,deer
002128,dog
002129,deer
002130,bird
002131,cat
002132,bird
002133,cat
002134,bird
002135,deer
002136,frog
002137,airplane
002138,cat
002139,airplane
002140,automobile
002141,deer
002142,deer
002143,bird
002144,cat
002145,bird
002146,dog
002147,cat
002148,deer
002149,dog
002150,dog
002151,airplane
002152,bird
002153,deer
002154,airplane
002155,bird
002156,dog
002157,dog
002158,deer
002159,cat
002160,cat
002161,airplane
002162,bird
002163,automobile
002164,deer
002165,bird
002166,automobile
002167,airplane
002168,automobile
002169,frog
002170,automobile
002171,bird
002172,cat
002173,automobile
002174,cat
002175,bird
002176,dog
002177,cat
002178,automobile
002179,cat
002180,bird
002181,automobile
002182,horse
002183,ship
002184,airplane
002185,dog
002186,dog
002187,bird
002188,airplane
002189,cat
002190,automobile
002191,deer
002192,automobile
002193,dog
002194,dog
002195,cat
002196,cat
002197,bird
002198,deer
002199,automobile
002200,cat
002201,bird
002202,automobile
002203,dog
002204,deer
002205,automobile
002206,bird
002207,airplane
002208,deer
002209,cat
002210,cat
002211,deer
002212,deer
